      z,       b_n0_Re,       b_n0_Im
           0.51,       0.308486,   -2.75255e-18 
          0.515,       0.297166,   -2.65928e-18 
           0.52,        0.28632,   -2.19024e-17 
          0.525,       0.275927,   -1.33279e-17 
           0.53,       0.265966,    1.43851e-17 
          0.535,       0.256414,    -6.1468e-20 
           0.54,       0.247252,    1.75865e-17 
          0.545,       0.238461,    1.29581e-17 
           0.55,       0.230022,    5.63061e-18 
          0.555,       0.221918,   -6.87338e-18 
           0.56,       0.214131,   -1.51477e-17 
          0.565,       0.206645,    1.25919e-17 
           0.57,       0.199447,    1.15218e-17 
          0.575,        0.19252,    5.67264e-18 
           0.58,       0.185851,   -6.50669e-18 
          0.585,       0.179428,    2.76416e-17 
           0.59,       0.173238,    1.11769e-18 
          0.595,        0.16727,    3.77246e-17 
            0.6,       0.161513,     7.3438e-18 
          0.605,       0.155957,   -6.44172e-18 
           0.61,       0.150591,    1.69964e-17 
          0.615,       0.145408,   -7.26306e-18 
           0.62,       0.140399,   -1.87541e-17 
          0.625,       0.135555,   -1.80597e-17 
           0.63,       0.130869,   -5.57314e-18 
          0.635,       0.126334,    2.02263e-18 
           0.64,       0.121944,    5.21707e-18 
          0.645,       0.117691,   -3.36257e-17 
           0.65,        0.11357,    5.55834e-18 
          0.655,       0.109576,   -2.50554e-17 
           0.66,       0.105703,    2.78293e-17 
          0.665,       0.101947,     1.9511e-17 
           0.67,      0.0983019,   -3.08149e-18 
          0.675,      0.0947644,   -2.20305e-17 
           0.68,      0.0913302,    2.57442e-17 
          0.685,      0.0879952,    1.59242e-17 
           0.69,       0.084756,   -2.77763e-17 
          0.695,       0.081609,   -2.18107e-18 
            0.7,       0.078551,   -2.78085e-17 
          0.705,      0.0755789,   -2.24743e-17 
           0.71,      0.0726898,   -1.19739e-17 
          0.715,      0.0698811,     5.6331e-18 
           0.72,        0.06715,    1.25088e-17 
          0.725,      0.0644941,   -1.68992e-17 
           0.73,      0.0619112,   -1.70964e-17 
          0.735,      0.0593991,   -4.24286e-18 
           0.74,      0.0569557,     2.6192e-17 
          0.745,      0.0545789,   -1.38568e-17 
           0.75,      0.0522671,    3.04126e-17 
          0.755,      0.0500183,   -1.68122e-17 
           0.76,       0.047831,   -1.78386e-17 
          0.765,      0.0457035,   -3.02371e-17 
           0.77,      0.0436344,    1.33634e-17 
          0.775,      0.0416221,   -3.05466e-17 
           0.78,      0.0396653,    1.05645e-17 
          0.785,      0.0377627,    1.05591e-17 
           0.79,      0.0359131,   -2.77778e-17 
          0.795,      0.0341152,   -4.29561e-18 
            0.8,      0.0323679,      3.098e-17 
          0.805,      0.0306701,   -2.56875e-17 
           0.81,      0.0290207,   -9.68044e-18 
          0.815,      0.0274187,    3.17572e-17 
           0.82,      0.0258632,    2.10228e-17 
          0.825,      0.0243531,    3.03828e-17 
           0.83,      0.0228876,      1.649e-17 
          0.835,      0.0214658,   -4.42655e-18 
           0.84,      0.0200867,    2.21872e-17 
          0.845,      0.0187495,    1.25707e-17 
           0.85,      0.0174534,   -6.25539e-18 
          0.855,      0.0161977,   -1.90849e-17 
           0.86,      0.0149814,    -5.9784e-18 
          0.865,      0.0138038,    1.02911e-17 
           0.87,      0.0126641,   -1.29129e-17 
          0.875,      0.0115615,   -1.16238e-17 
           0.88,      0.0104954,    2.44627e-17 
          0.885,     0.00946496,   -2.38354e-17 
           0.89,     0.00846941,   -1.11603e-17 
          0.895,     0.00750806,    1.53248e-17 
            0.9,     0.00658016,   -1.80122e-17 
          0.905,     0.00568501,   -1.27235e-17 
           0.91,     0.00482188,    5.55814e-18 
          0.915,     0.00399006,    5.58037e-18 
           0.92,     0.00318885,    2.21089e-18 
          0.925,     0.00241754,   -1.02884e-17 
           0.93,     0.00167545,    1.17842e-17 
          0.935,    0.000961878,    2.31971e-17 
           0.94,    0.000276138,    3.18276e-17 
          0.945,   -0.000382453,   -2.16822e-17 
           0.95,    -0.00101457,   -9.68192e-18 
          0.955,    -0.00162089,    1.18735e-17 
           0.96,    -0.00220209,   -2.17095e-18 
          0.965,    -0.00275883,    2.95156e-17 
           0.97,    -0.00329178,   -1.55346e-17 
          0.975,    -0.00380162,    2.73055e-17 
           0.98,    -0.00428902,    1.65221e-18 
          0.985,    -0.00475465,    1.60456e-17 
           0.99,     -0.0051992,    5.21828e-18 
          0.995,    -0.00562334,   -1.62906e-17 
              1,    -0.00602779,    7.07631e-18 
